"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] MovieTitleComparatorEqual record1Value","[0] MovieTitleComparatorEqual record2Value","[0] MovieTitleComparatorEqual record1PreprocessedValue","[0] MovieTitleComparatorEqual record2PreprocessedValue","[0] MovieTitleComparatorEqual similarity","[0] MovieTitleComparatorEqual postproccesedSimilarity","[1] MovieDateComparator2Years record1Value","[1] MovieDateComparator2Years record2Value","[1] MovieDateComparator2Years record1PreprocessedValue","[1] MovieDateComparator2Years record2PreprocessedValue","[1] MovieDateComparator2Years similarity","[1] MovieDateComparator2Years postproccesedSimilarity","[2] MovieDateComparator10Years record1Value","[2] MovieDateComparator10Years record2Value","[2] MovieDateComparator10Years record1PreprocessedValue","[2] MovieDateComparator10Years record2PreprocessedValue","[2] MovieDateComparator10Years similarity","[2] MovieDateComparator10Years postproccesedSimilarity","[3] MovieDirectorComparatorJaccard record1Value","[3] MovieDirectorComparatorJaccard record2Value","[3] MovieDirectorComparatorJaccard record1PreprocessedValue","[3] MovieDirectorComparatorJaccard record2PreprocessedValue","[3] MovieDirectorComparatorJaccard similarity","[3] MovieDirectorComparatorJaccard postproccesedSimilarity","[4] MovieDirectorComparatorLevenshtein record1Value","[4] MovieDirectorComparatorLevenshtein record2Value","[4] MovieDirectorComparatorLevenshtein record1PreprocessedValue","[4] MovieDirectorComparatorLevenshtein record2PreprocessedValue","[4] MovieDirectorComparatorLevenshtein similarity","[4] MovieDirectorComparatorLevenshtein postproccesedSimilarity","[5] MovieDirectorComparatorLowerCaseJaccard record1Value","[5] MovieDirectorComparatorLowerCaseJaccard record2Value","[5] MovieDirectorComparatorLowerCaseJaccard record1PreprocessedValue","[5] MovieDirectorComparatorLowerCaseJaccard record2PreprocessedValue","[5] MovieDirectorComparatorLowerCaseJaccard similarity","[5] MovieDirectorComparatorLowerCaseJaccard postproccesedSimilarity","[6] MovieTitleComparatorLevenshtein record1Value","[6] MovieTitleComparatorLevenshtein record2Value","[6] MovieTitleComparatorLevenshtein record1PreprocessedValue","[6] MovieTitleComparatorLevenshtein record2PreprocessedValue","[6] MovieTitleComparatorLevenshtein similarity","[6] MovieTitleComparatorLevenshtein postproccesedSimilarity","[7] MovieTitleComparatorJaccard record1Value","[7] MovieTitleComparatorJaccard record2Value","[7] MovieTitleComparatorJaccard record1PreprocessedValue","[7] MovieTitleComparatorJaccard record2PreprocessedValue","[7] MovieTitleComparatorJaccard similarity","[7] MovieTitleComparatorJaccard postproccesedSimilarity"
"WekaMatchingRule","academy_awards_3711","actors_46","2.3315280515132507E-8",,"Casablanca","Cabaret","Casablanca","Cabaret","0.0","0.0","1943-01-01T00:00","1973-01-01T00:00","1943-01-01T00:00","1973-01-01T00:00","0.0","0.0","1943-01-01T00:00","1973-01-01T00:00","1943-01-01T00:00","1973-01-01T00:00","0.0","0.0","Michael Curtiz",,"Michael Curtiz",,"0.0","0.0","Michael Curtiz",,"Michael Curtiz",,"0.0","0.0","Michael Curtiz",,"michael curtiz","","0.0","0.0","Casablanca","Cabaret","Casablanca","Cabaret","0.4","0.4","Casablanca","Cabaret","Casablanca","Cabaret","0.0","0.0"
"WekaMatchingRule","academy_awards_3214","actors_110","1.638815042092896E-7",,"Benjy","Ben-Hur","Benjy","Ben-Hur","0.0","0.0","1951-01-01T00:00","1960-01-01T00:00","1951-01-01T00:00","1960-01-01T00:00","0.0","0.0","1951-01-01T00:00","1960-01-01T00:00","1951-01-01T00:00","1960-01-01T00:00","0.09999999999999998","0.09999999999999998","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Benjy","Ben-Hur","Benjy","Ben-Hur","0.4285714285714286","0.4285714285714286","Benjy","Ben-Hur","Benjy","Ben-Hur","0.0","0.0"
"WekaMatchingRule","academy_awards_1272","actors_135","0.998967458409235",,"Wall Street","Wall Street","Wall Street","Wall Street","1.0","1.0","1987-01-01T00:00","1988-01-01T00:00","1987-01-01T00:00","1988-01-01T00:00","0.5","0.5","1987-01-01T00:00","1988-01-01T00:00","1987-01-01T00:00","1988-01-01T00:00","0.9","0.9","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Wall Street","Wall Street","Wall Street","Wall Street","1.0","1.0","Wall Street","Wall Street","Wall Street","Wall Street","1.0","1.0"
"WekaMatchingRule","academy_awards_3363","actors_21","0.998967458409235","1","Johnny Belinda","Johnny Belinda","Johnny Belinda","Johnny Belinda","1.0","1.0","1948-01-01T00:00","1949-01-01T00:00","1948-01-01T00:00","1949-01-01T00:00","0.5","0.5","1948-01-01T00:00","1949-01-01T00:00","1948-01-01T00:00","1949-01-01T00:00","0.9","0.9","Jean Negulesco",,"Jean Negulesco",,"0.0","0.0","Jean Negulesco",,"Jean Negulesco",,"0.0","0.0","Jean Negulesco",,"jean negulesco","","0.0","0.0","Johnny Belinda","Johnny Belinda","Johnny Belinda","Johnny Belinda","1.0","1.0","Johnny Belinda","Johnny Belinda","Johnny Belinda","Johnny Belinda","1.0","1.0"
"WekaMatchingRule","academy_awards_1408","actors_51","6.096655591863964E-7",,"Angry Harvest","Annie Hall","Angry Harvest","Annie Hall","0.0","0.0","1985-01-01T00:00","1978-01-01T00:00","1985-01-01T00:00","1978-01-01T00:00","0.0","0.0","1985-01-01T00:00","1978-01-01T00:00","1985-01-01T00:00","1978-01-01T00:00","0.30000000000000004","0.30000000000000004","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Angry Harvest","Annie Hall","Angry Harvest","Annie Hall","0.3846153846153846","0.3846153846153846","Angry Harvest","Annie Hall","Angry Harvest","Annie Hall","0.0","0.0"
"WekaMatchingRule","academy_awards_3402","actors_26","1.4762690569223696E-5",,"Robin Hoodlum","Roman Holiday","Robin Hoodlum","Roman Holiday","0.0","0.0","1948-01-01T00:00","1954-01-01T00:00","1948-01-01T00:00","1954-01-01T00:00","0.0","0.0","1948-01-01T00:00","1954-01-01T00:00","1948-01-01T00:00","1954-01-01T00:00","0.4","0.4","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Robin Hoodlum","Roman Holiday","Robin Hoodlum","Roman Holiday","0.46153846153846156","0.46153846153846156","Robin Hoodlum","Roman Holiday","Robin Hoodlum","Roman Holiday","0.0","0.0"
"WekaMatchingRule","academy_awards_770","actors_70","0.0024178123125954605",,"Face/Off","Fargo","Face/Off","Fargo","0.0","0.0","1997-01-01T00:00","1997-01-01T00:00","1997-01-01T00:00","1997-01-01T00:00","1.0","1.0","1997-01-01T00:00","1997-01-01T00:00","1997-01-01T00:00","1997-01-01T00:00","1.0","1.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Face/Off","Fargo","Face/Off","Fargo","0.375","0.375","Face/Off","Fargo","Face/Off","Fargo","0.0","0.0"
"WekaMatchingRule","academy_awards_4015","actors_91","0.998967458409235","1","The Philadelphia Story","The Philadelphia Story","The Philadelphia Story","The Philadelphia Story","1.0","1.0","1940-01-01T00:00","1941-01-01T00:00","1940-01-01T00:00","1941-01-01T00:00","0.5","0.5","1940-01-01T00:00","1941-01-01T00:00","1940-01-01T00:00","1941-01-01T00:00","0.9","0.9","George Cukor",,"George Cukor",,"0.0","0.0","George Cukor",,"George Cukor",,"0.0","0.0","George Cukor",,"george cukor","","0.0","0.0","The Philadelphia Story","The Philadelphia Story","The Philadelphia Story","The Philadelphia Story","1.0","1.0","The Philadelphia Story","The Philadelphia Story","The Philadelphia Story","The Philadelphia Story","1.0","1.0"
"WekaMatchingRule","academy_awards_4399","actors_48",,"0","Morning Glory","Alice Doesn�t live Here Anymor","Morning Glory","Alice Doesn�t live Here Anymor","0.0","0.0","1932-01-01T00:00","1975-01-01T00:00","1932-01-01T00:00","1975-01-01T00:00","0.0","0.0","1932-01-01T00:00","1975-01-01T00:00","1932-01-01T00:00","1975-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Morning Glory","Alice Doesn�t live Here Anymor","Morning Glory","Alice Doesn�t live Here Anymor","0.16666666666666663","0.16666666666666663","Morning Glory","Alice Doesn�t live Here Anymor","Morning Glory","Alice Doesn�t live Here Anymor","0.0","0.0"
"WekaMatchingRule","academy_awards_4399","actors_47",,"0","Morning Glory","A Touch of Class","Morning Glory","A Touch of Class","0.0","0.0","1932-01-01T00:00","1974-01-01T00:00","1932-01-01T00:00","1974-01-01T00:00","0.0","0.0","1932-01-01T00:00","1974-01-01T00:00","1932-01-01T00:00","1974-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Morning Glory","A Touch of Class","Morning Glory","A Touch of Class","0.1875","0.1875","Morning Glory","A Touch of Class","Morning Glory","A Touch of Class","0.0","0.0"
"WekaMatchingRule","academy_awards_1392","actors_48",,"0","The Trip to Bountiful","Alice Doesn�t live Here Anymor","The Trip to Bountiful","Alice Doesn�t live Here Anymor","0.0","0.0","1985-01-01T00:00","1975-01-01T00:00","1985-01-01T00:00","1975-01-01T00:00","0.0","0.0","1985-01-01T00:00","1975-01-01T00:00","1985-01-01T00:00","1975-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","The Trip to Bountiful","Alice Doesn�t live Here Anymor","The Trip to Bountiful","Alice Doesn�t live Here Anymor","0.16666666666666663","0.16666666666666663","The Trip to Bountiful","Alice Doesn�t live Here Anymor","The Trip to Bountiful","Alice Doesn�t live Here Anymor","0.0","0.0"
"WekaMatchingRule","academy_awards_1322","actors_143","1.2470235650040223E-6",,"Shoeshine","Shine","Shoeshine","Shine","0.0","0.0","1987-01-01T00:00","1997-01-01T00:00","1987-01-01T00:00","1997-01-01T00:00","0.0","0.0","1987-01-01T00:00","1997-01-01T00:00","1987-01-01T00:00","1997-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Shoeshine","Shine","Shoeshine","Shine","0.5555555555555556","0.5555555555555556","Shoeshine","Shine","Shoeshine","Shine","0.0","0.0"
"WekaMatchingRule","academy_awards_1758","actors_36","1.3983787285279205E-10",,"Hungarians","Hud","Hungarians","Hud","0.0","0.0","1978-01-01T00:00","1964-01-01T00:00","1978-01-01T00:00","1964-01-01T00:00","0.0","0.0","1978-01-01T00:00","1964-01-01T00:00","1978-01-01T00:00","1964-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Hungarians","Hud","Hungarians","Hud","0.19999999999999996","0.19999999999999996","Hungarians","Hud","Hungarians","Hud","0.0","0.0"
"WekaMatchingRule","academy_awards_1392","actors_47",,"0","The Trip to Bountiful","A Touch of Class","The Trip to Bountiful","A Touch of Class","0.0","0.0","1985-01-01T00:00","1974-01-01T00:00","1985-01-01T00:00","1974-01-01T00:00","0.0","0.0","1985-01-01T00:00","1974-01-01T00:00","1985-01-01T00:00","1974-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","The Trip to Bountiful","A Touch of Class","The Trip to Bountiful","A Touch of Class","0.19047619047619047","0.19047619047619047","The Trip to Bountiful","A Touch of Class","The Trip to Bountiful","A Touch of Class","0.0","0.0"
"WekaMatchingRule","academy_awards_3881","actors_58",,"0","Always in My Heart","Places in the Heart","Always in My Heart","Places in the Heart","0.0","0.0","1942-01-01T00:00","1985-01-01T00:00","1942-01-01T00:00","1985-01-01T00:00","0.0","0.0","1942-01-01T00:00","1985-01-01T00:00","1942-01-01T00:00","1985-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Always in My Heart","Places in the Heart","Always in My Heart","Places in the Heart","0.631578947368421","0.631578947368421","Always in My Heart","Places in the Heart","Always in My Heart","Places in the Heart","0.3333333333333333","0.3333333333333333"
"WekaMatchingRule","academy_awards_4397","actors_24",,"0","The Private Life of Henry VIII","A Streetcar Named Desire","The Private Life of Henry VIII","A Streetcar Named Desire","0.0","0.0","1932-01-01T00:00","1952-01-01T00:00","1932-01-01T00:00","1952-01-01T00:00","0.0","0.0","1932-01-01T00:00","1952-01-01T00:00","1932-01-01T00:00","1952-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","The Private Life of Henry VIII","A Streetcar Named Desire","The Private Life of Henry VIII","A Streetcar Named Desire","0.16666666666666663","0.16666666666666663","The Private Life of Henry VIII","A Streetcar Named Desire","The Private Life of Henry VIII","A Streetcar Named Desire","0.0","0.0"
"WekaMatchingRule","academy_awards_3540","actors_96","0.998967458409235","1","The Lost Weekend","The Lost Weekend","The Lost Weekend","The Lost Weekend","1.0","1.0","1945-01-01T00:00","1946-01-01T00:00","1945-01-01T00:00","1946-01-01T00:00","0.5","0.5","1945-01-01T00:00","1946-01-01T00:00","1945-01-01T00:00","1946-01-01T00:00","0.9","0.9","Billy Wilder",,"Billy Wilder",,"0.0","0.0","Billy Wilder",,"Billy Wilder",,"0.0","0.0","Billy Wilder",,"billy wilder","","0.0","0.0","The Lost Weekend","The Lost Weekend","The Lost Weekend","The Lost Weekend","1.0","1.0","The Lost Weekend","The Lost Weekend","The Lost Weekend","The Lost Weekend","1.0","1.0"
"WekaMatchingRule","academy_awards_2507","actors_114","0.998967458409235","1","Lilies of the Field","Lilies of the Field","Lilies of the Field","Lilies of the Field","1.0","1.0","1963-01-01T00:00","1964-01-01T00:00","1963-01-01T00:00","1964-01-01T00:00","0.5","0.5","1963-01-01T00:00","1964-01-01T00:00","1963-01-01T00:00","1964-01-01T00:00","0.9","0.9","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Lilies of the Field","Lilies of the Field","Lilies of the Field","Lilies of the Field","1.0","1.0","Lilies of the Field","Lilies of the Field","Lilies of the Field","Lilies of the Field","1.0","1.0"
"WekaMatchingRule","academy_awards_1833","actors_100",,"0","All the President's Men","All the King's Men","All the President's Men","All the King's Men","0.0","0.0","1976-01-01T00:00","1950-01-01T00:00","1976-01-01T00:00","1950-01-01T00:00","0.0","0.0","1976-01-01T00:00","1950-01-01T00:00","1976-01-01T00:00","1950-01-01T00:00","0.0","0.0","Alan J. Pakula",,"Alan J. Pakula",,"0.0","0.0","Alan J. Pakula",,"Alan J. Pakula",,"0.0","0.0","Alan J. Pakula",,"alan j. pakula","","0.0","0.0","All the President's Men","All the King's Men","All the President's Men","All the King's Men","0.6956521739130435","0.6956521739130435","All the President's Men","All the King's Men","All the President's Men","All the King's Men","0.6666666666666666","0.6666666666666666"
"WekaMatchingRule","academy_awards_618","actors_24",,"0","Boys Don't Cry","A Streetcar Named Desire","Boys Don't Cry","A Streetcar Named Desire","0.0","0.0","1999-01-01T00:00","1952-01-01T00:00","1999-01-01T00:00","1952-01-01T00:00","0.0","0.0","1999-01-01T00:00","1952-01-01T00:00","1999-01-01T00:00","1952-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Boys Don't Cry","A Streetcar Named Desire","Boys Don't Cry","A Streetcar Named Desire","0.125","0.125","Boys Don't Cry","A Streetcar Named Desire","Boys Don't Cry","A Streetcar Named Desire","0.0","0.0"
"WekaMatchingRule","academy_awards_3617","actors_106","5.024915585970356E-10",,"Marie-Louise","Marty","Marie-Louise","Marty","0.0","0.0","1945-01-01T00:00","1956-01-01T00:00","1945-01-01T00:00","1956-01-01T00:00","0.0","0.0","1945-01-01T00:00","1956-01-01T00:00","1945-01-01T00:00","1956-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Marie-Louise","Marty","Marie-Louise","Marty","0.25","0.25","Marie-Louise","Marty","Marie-Louise","Marty","0.0","0.0"
"WekaMatchingRule","academy_awards_1231","actors_58",,"0","A Cry in the Dark","Places in the Heart","A Cry in the Dark","Places in the Heart","0.0","0.0","1988-01-01T00:00","1985-01-01T00:00","1988-01-01T00:00","1985-01-01T00:00","0.0","0.0","1988-01-01T00:00","1985-01-01T00:00","1988-01-01T00:00","1985-01-01T00:00","0.7","0.7","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","A Cry in the Dark","Places in the Heart","A Cry in the Dark","Places in the Heart","0.5789473684210527","0.5789473684210527","A Cry in the Dark","Places in the Heart","A Cry in the Dark","Places in the Heart","0.2857142857142857","0.2857142857142857"
"WekaMatchingRule","academy_awards_4529","actors_132",,"0","Coquette","Amadeus","Coquette","Amadeus","0.0","0.0","1928-01-01T00:00","1985-01-01T00:00","1928-01-01T00:00","1985-01-01T00:00","0.0","0.0","1928-01-01T00:00","1985-01-01T00:00","1928-01-01T00:00","1985-01-01T00:00","0.0","0.0","",,"",,"0.0","0.0","",,"",,"0.0","0.0","",,"","","0.0","0.0","Coquette","Amadeus","Coquette","Amadeus","0.125","0.125","Coquette","Amadeus","Coquette","Amadeus","0.0","0.0"
"WekaMatchingRule","academy_awards_2620","actors_112","0.9986315550361142",,"Judgment at Nuremberg","Judgment at Nuremburg","Judgment at Nuremberg","Judgment at Nuremburg","0.0","0.0","1961-01-01T00:00","1962-01-01T00:00","1961-01-01T00:00","1962-01-01T00:00","0.5","0.5","1961-01-01T00:00","1962-01-01T00:00","1961-01-01T00:00","1962-01-01T00:00","0.9","0.9","Stanley Kramer",,"Stanley Kramer",,"0.0","0.0","Stanley Kramer",,"Stanley Kramer",,"0.0","0.0","Stanley Kramer",,"stanley kramer","","0.0","0.0","Judgment at Nuremberg","Judgment at Nuremburg","Judgment at Nuremberg","Judgment at Nuremburg","0.9523809523809523","0.9523809523809523","Judgment at Nuremberg","Judgment at Nuremburg","Judgment at Nuremberg","Judgment at Nuremburg","0.5","0.5"
"WekaMatchingRule","academy_awards_4474","actors_77","1.252902610163935E-9",,"Morocco","Monster","Morocco","Monster","0.0","0.0","1930-01-01T00:00","2004-01-01T00:00","1930-01-01T00:00","2004-01-01T00:00","0.0","0.0","1930-01-01T00:00","2004-01-01T00:00","1930-01-01T00:00","2004-01-01T00:00","0.0","0.0","Josef Von Sternberg",,"Josef Von Sternberg",,"0.0","0.0","Josef Von Sternberg",,"Josef Von Sternberg",,"0.0","0.0","Josef Von Sternberg",,"josef von sternberg","","0.0","0.0","Morocco","Monster","Morocco","Monster","0.2857142857142857","0.2857142857142857","Morocco","Monster","Morocco","Monster","0.0","0.0"
"WekaMatchingRule","academy_awards_1776","actors_47",,"0","Annie Hall","A Touch of Class","Annie Hall","A Touch of Class","0.0","0.0","1977-01-01T00:00","1974-01-01T00:00","1977-01-01T00:00","1974-01-01T00:00","0.0","0.0","1977-01-01T00:00","1974-01-01T00:00","1977-01-01T00:00","1974-01-01T00:00","0.7","0.7","Woody Allen",,"Woody Allen",,"0.0","0.0","Woody Allen",,"Woody Allen",,"0.0","0.0","Woody Allen",,"woody allen","","0.0","0.0","Annie Hall","A Touch of Class","Annie Hall","A Touch of Class","0.1875","0.1875","Annie Hall","A Touch of Class","Annie Hall","A Touch of Class","0.0","0.0"
